,TimeDiff,tweet_1st,tweet_2nd,Label
19631,99.65027777777776,5.7120085,0.8984711,1
19702,99.57722222222222,9.624813,3.0709002,0
19751,99.53194444444443,8.16135,2.0204625,0
19828,99.44611111111112,8.651115,5.7910256,1
19882,99.3825,9.671133,4.317708,0
19898,99.36555555555556,8.623596,7.471064,1
19901,99.35972222222222,7.7281904,3.4585063,1
20061,99.18444444444444,6.6524386,1.6813197,0
20312,98.93888888888888,7.959114,3.1640372,1
20320,98.93194444444444,6.4657393,4.538238,1
20348,98.91055555555556,7.763464,2.473447,1
20416,98.85055555555556,7.9645114,2.8285205,0
20438,98.83083333333332,11.669446,4.071762,0
20476,98.79027777777776,8.520091,1.5996085,1
20478,98.79,7.4104695,3.0442011,1
20499,98.77111111111113,8.279671,2.878127,1
20549,98.7125,8.1545,2.8220947,1
20559,98.70361111111112,6.1073318,2.1920087,1
20662,98.59277777777778,6.8231573,2.7772572,1
20777,98.46277777777776,7.629295,3.5344806,1
20787,98.44638888888888,9.770368,2.9592474,1
20846,98.37777777777778,8.540982,1.7975035,0
20853,98.36611111111112,7.054967,3.2511916,1
20862,98.3525,10.886121,3.2996666,0
20863,98.35222222222222,8.522357,3.4713,1
20880,98.3386111111111,8.625047,1.8918744,1
20896,98.32694444444444,7.971405,6.332457,1
20911,98.31416666666668,5.198504,2.6174135,1
20962,98.26083333333334,7.695209,4.2605195,0
20963,98.25666666666666,9.206432,2.4187803,1
21031,98.18222222222222,8.606637,1.9043409,1
21032,98.18194444444444,8.528806,1.8655919,1
21049,98.16444444444444,6.4425025,2.901846,1
21158,98.07166666666669,11.114861,5.0633006,1
21368,97.85694444444444,8.510309,1.8528122,1
21431,97.80277777777778,6.5171413,3.0320148,0
21434,97.80111111111113,6.8363104,4.8138394,0
21438,97.79972222222224,7.655985,5.636161,0
21532,97.68666666666668,8.928894,4.9782634,1
21549,97.66777777777776,8.5848675,1.8623979,1
21580,97.6325,8.18305,3.7376685,1
21657,97.54333333333334,8.609403,1.8656367,1
