,TimeDiff,tweet_1st,tweet_2nd,Label
36975,68.89833333333334,7.6161046,2.3831668,1
37000,68.8425,7.7504845,2.3876944,1
37276,68.08638888888889,7.3627605,2.4733448,1
37402,67.7488888888889,8.43304,7.1991167,1
37413,67.71527777777779,7.2486734,2.6344914,1
37722,66.88833333333334,7.3857007,2.3957567,0
37971,66.24027777777779,7.4509993,2.6584787,1
38049,65.97500000000001,7.6770754,2.3215935,1
38078,65.89888888888889,7.4211907,1.345231,1
38111,65.8113888888889,7.9260974,2.1460273,1
38361,64.89305555555555,7.2687674,1.3862964,1
38398,64.77694444444444,10.21643,6.5409184,1
38441,64.65444444444445,7.4474072,2.4750628,1
38464,64.56,7.398937,2.400492,1
38523,64.37194444444444,7.4516726,2.4395816,1
